,name,pLDDT_full,pLDDT_inpaint,linker_start,linker_end
4381,CSM8_reloop_1312_0,0.8459432,0.7394046,62,77
4382,CSM8_swap_414_0,0.82405263,0.5523287,60,72
4383,CSM8_reloop_621_0,0.828548,0.6609197,64,85
4384,hit6_swap_1324_0,0.8210614,0.6019521,56,71
4385,CSM8_swap_65_0,0.7983972,0.58370185,62,77
4386,CSM8_reloop_924_0,0.8194422,0.59843093,60,78
4387,CSM8_swap_98_0,0.84092504,0.73991203,66,76
4388,CSM8_swap_1321_0,0.8135928,0.6242989,57,76
4389,hit6_swap_122_0,0.8310285,0.5109003,68,81
4390,hit6_reloop_153_0,0.8449192,0.74417377,64,80
4391,hit6_reloop_450_0,0.84799707,0.711447,63,74
4392,hit6_swap_421_0,0.849558,0.5268047,63,77
4393,hit6_reloop_1333_0,0.8398317,0.69939953,65,79
4394,CSM8_reloop_1380_0,0.8295136,0.6303782,67,88
4395,CSM8_swap_178_0,0.8335967,0.6019391,58,70
4396,CSM8_swap_486_0,0.8050676,0.5531023,58,74
4397,CSM8_swap_185_0,0.8127529,0.49405485,63,77
4398,hit6_reloop_774_0,0.8376012,0.70921963,67,79
4399,hit6_swap_1092_0,0.8351228,0.5260959,64,75
4400,CSM8_normal_63_0,0.8874042,0.59079254,58,73
4401,hit6_swap_705_0,0.83859515,0.6899371,58,75
4402,CSM8_swap_1097_0,0.8062212,0.53085566,61,73
4403,hit6_normal_66_0,0.93266064,0.4751872,58,67
4404,hit6_swap_206_0,0.8345786,0.47282326,65,76
4405,hit6_reloop_789_0,0.84572446,0.5781815,70,88
4406,hit6_reloop_277_0,0.8367199,0.696101,68,87
4407,hit6_swap_800_0,0.81519437,0.52296954,58,70
4408,CSM8_reloop_1059_0,0.826898,0.6165152,63,81
4409,hit6_reloop_871_0,0.83251673,0.6997937,68,86
4410,CSM8_reloop_597_0,0.8638009,0.5856379,56,75
4411,hit6_reloop_1017_0,0.8533433,0.6625977,57,78
4412,CSM8_swap_585_0,0.83182615,0.6307944,65,76
4413,CSM8_reloop_1283_0,0.8466066,0.62716323,57,77
4414,hit6_reloop_1230_0,0.8370362,0.70793784,61,81
4415,CSM8_swap_578_0,0.79737025,0.60560584,63,80
4416,hit6_swap_1248_0,0.8263563,0.5684461,63,74
4417,hit6_swap_522_0,0.8119042,0.61297566,57,73
4418,hit6_reloop_553_0,0.84400654,0.70134276,62,77
4419,CSM8_reloop_848_0,0.8632589,0.62817585,68,86
4420,hit6_reloop_972_0,0.8561351,0.6344012,65,85
4421,CSM8_reloop_197_0,0.8327277,0.64755875,62,77
4422,CSM8_reloop_469_0,0.8331231,0.6790311,59,78
4423,hit6_reloop_1417_0,0.82810205,0.649586,65,84
4424,CSM8_reloop_1459_0,0.83917487,0.658707,61,76
4425,hit6_reloop_1114_0,0.8279587,0.68929416,64,85
4426,CSM8_reloop_494_0,0.84381527,0.70859563,67,80
4427,CSM8_swap_959_0,0.8178326,0.61269003,55,74
4428,CSM8_swap_1169_0,0.8312693,0.737683,67,86
4429,hit6_swap_606_0,0.79225504,0.53607833,65,76
4430,CSM8_swap_1497_0,0.80901545,0.57705146,66,84
4431,hit6_reloop_40_0,0.7988554,0.6083634,60,81
4432,hit6_swap_1191_0,0.8695194,0.4978923,56,65
4433,hit6_reloop_677_0,0.8324089,0.6828503,69,82
4434,hit6_reloop_389_0,0.85381943,0.66020715,68,79
4435,hit6_swap_1492_0,0.8515913,0.6520532,57,76
4436,hit6_reloop_374_0,0.8557771,0.7310618,68,84
4437,CSM8_reloop_45_0,0.83673596,0.59910864,64,76
4438,CSM8_swap_1194_0,0.83640224,0.5830742,66,83
4439,hit6_swap_305_0,0.8342717,0.585387,57,66
4440,CSM8_swap_936_0,0.8194369,0.564001,59,71
4441,hit6_swap_397_0,0.8221973,0.50729203,59,76
4442,CSM8_swap_1106_0,0.82978815,0.58303463,58,70
4443,hit6_swap_669_0,0.86244076,0.63025045,59,69
4444,hit6_swap_1400_0,0.8509431,0.45754656,60,73
4445,hit6_swap_1103_0,0.8488495,0.56743705,61,74
4446,CSM8_swap_1405_0,0.7940359,0.60246915,68,82
4447,hit6_swap_694_0,0.8340497,0.7336269,62,74
4448,CSM8_reloop_406_0,0.81308544,0.6044924,62,78
4449,hit6_reloop_1478_0,0.84507155,0.5942747,60,80
4450,hit6_reloop_1186_0,0.86063576,0.6170819,66,80
4451,CSM8_reloop_1135_0,0.83399314,0.5997717,59,72
4452,CSM8_swap_633_0,0.8017027,0.6005617,68,85
4453,CSM8_reloop_1436_0,0.8208266,0.6856557,65,86
4454,hit6_swap_991_0,0.7904979,0.58350205,58,75
4455,CSM8_swap_330_0,0.8415878,0.58309156,60,75
4456,hit6_reloop_1485_0,0.83909255,0.69148475,67,81
4457,CSM8_reloop_105_0,0.77458435,0.56575215,67,85
4458,hit6_swap_1227_0,0.83359164,0.5256821,68,77
4459,CSM8_swap_1222_0,0.83389753,0.63614565,64,80
4460,CSM8_reloop_827_0,0.8646024,0.5828984,63,76
4461,CSM8_reloop_221_0,0.82984203,0.68154097,57,75
4462,CSM8_reloop_722_0,0.8324408,0.6030606,59,72
4463,CSM8_swap_517_0,0.8072481,0.51038986,59,68
4464,CSM8_reloop_1211_0,0.8385648,0.70330435,60,74
4465,CSM8_swap_245_0,0.87086314,0.565802,63,74
4466,hit6_reloop_895_0,0.8658042,0.67979664,65,79
4467,CSM8_reloop_573_0,0.8441655,0.7215072,70,87
4468,hit6_reloop_868_0,0.8231496,0.55547744,63,74
4469,CSM8_swap_746_0,0.8121857,0.52773064,63,76
4470,hit6_swap_819_0,0.8278947,0.52374107,65,77
4471,CSM8_reloop_1040_0,0.83376354,0.69851065,65,81
4472,hit6_swap_1076_0,0.83340025,0.6417552,58,70
4473,CSM8_normal_87_0,0.89083487,0.58935225,58,72
4474,hit6_reloop_790_0,0.8360254,0.69838136,69,81
4475,CSM8_swap_1073_0,0.82225174,0.56411344,58,72
4476,hit6_normal_82_0,0.8843419,0.58710104,58,75
4477,CSM8_swap_843_0,0.82450527,0.54232556,63,78
4478,hit6_reloop_293_0,0.8580135,0.6464531,59,76
4479,CSM8_reloop_657_0,0.8516032,0.59950066,63,84
4480,CSM8_reloop_1364_0,0.8514641,0.58153725,63,79
4481,CSM8_swap_462_0,0.8380632,0.6042066,56,67
4482,CSM8_reloop_1399_0,0.81928945,0.62542254,62,73
4483,hit6_reloop_8_0,0.83983564,0.6705782,63,74
4484,CSM8_swap_161_0,0.8196473,0.6178472,62,73
4485,CSM8_reloop_354_0,0.8082909,0.55967396,58,69
4486,hit6_swap_438_0,0.8135553,0.6384343,54,71
4487,CSM8_swap_1357_0,0.8253093,0.6383751,63,75
4488,CSM8_reloop_952_0,0.8273982,0.6056876,67,78
4489,hit6_reloop_449_0,0.85814303,0.57870597,62,75
4490,CSM8_swap_13_0,0.8254546,0.6058244,61,71
4491,hit6_swap_1352_0,0.8106638,0.5406003,62,77
4492,hit6_swap_457_0,0.77859986,0.5265914,63,75
4493,CSM8_swap_1338_0,0.84207714,0.6685687,60,71
4494,hit6_reloop_426_0,0.82395107,0.6537569,69,84
4495,CSM8_swap_81_0,0.8325928,0.57648283,56,68
4496,hit6_reloop_125_0,0.82919765,0.6754264,62,83
4497,hit6_swap_154_0,0.83790016,0.641576,57,71
4498,CSM8_reloop_638_0,0.84592175,0.74460006,69,90
4499,hit6_reloop_1345_0,0.8302546,0.62567604,63,74
4500,hit6_reloop_201_0,0.8249887,0.6575894,65,78
4501,hit6_swap_1019_0,0.81139845,0.5412887,56,75
4502,hit6_swap_270_0,0.78818583,0.5815619,65,77
4503,hit6_normal_10_0,0.8965922,0.6110103,58,70
4504,CSM8_normal_15_0,0.9014052,0.48609865,58,66
4505,hit6_reloop_1061_0,0.83506435,0.612148,63,76
4506,hit6_reloop_807_0,0.828759,0.68755424,69,84
4507,hit6_swap_97_0,0.8073144,0.56089866,56,74
4508,CSM8_swap_729_0,0.8067449,0.6042652,68,80
4509,CSM8_reloop_1208_0,0.8472022,0.6938403,66,85
4510,CSM8_reloop_238_0,0.85681,0.5591923,70,81
4511,hit6_reloop_1246_0,0.81691605,0.652916,56,73
4512,hit6_reloop_525_0,0.8438484,0.7210275,66,78
4513,hit6_swap_554_0,0.8523784,0.6058462,59,72
4514,hit6_reloop_1162_0,0.8446811,0.72528666,64,80
4515,hit6_swap_988_0,0.79918313,0.5045848,61,74
4516,CSM8_swap_329_0,0.83389026,0.6369471,59,72
4517,hit6_swap_975_0,0.84701127,0.5989055,62,78
4518,hit6_reloop_904_0,0.8442058,0.55624795,62,73
4519,hit6_reloop_1461_0,0.84027463,0.56303793,58,71
4520,CSM8_reloop_33_0,0.8604543,0.6184817,64,77
4521,hit6_swap_373_0,0.8336373,0.6513801,67,81
4522,hit6_reloop_302_0,0.8412998,0.7116753,63,84
4523,hit6_reloop_36_0,0.8431565,0.5911171,68,83
4524,hit6_swap_1419_0,0.8356123,0.5209834,60,79
4525,hit6_reloop_601_0,0.82526,0.644696,67,81
4526,hit6_swap_670_0,0.83640754,0.5740671,55,69
4527,CSM8_swap_1473_0,0.85267866,0.58606845,59,75
4528,hit6_reloop_693_0,0.84717155,0.71913946,64,77
4529,hit6_swap_1175_0,0.79348904,0.52204216,62,73
4530,hit6_reloop_59_0,0.8275714,0.639389,67,80
4531,hit6_reloop_390_0,0.8781337,0.5850026,60,72
4532,hit6_swap_1476_0,0.8006076,0.6097142,68,79
4533,CSM8_swap_940_0,0.83107144,0.5941277,58,76
4534,CSM8_swap_1170_0,0.82047683,0.610537,66,77
4535,hit6_reloop_996_0,0.8278736,0.6062087,67,85
4536,CSM8_reloop_173_0,0.8459361,0.6613575,63,83
4537,CSM8_reloop_1440_0,0.82780635,0.63778853,60,75
4538,CSM8_swap_346_0,0.8367142,0.58932656,59,72
4539,CSM8_reloop_1143_0,0.8134015,0.6381966,63,82
4540,CSM8_swap_645_0,0.80742407,0.5828863,58,74
4541,CSM8_reloop_470_0,0.82432485,0.66538,61,78
4542,CSM8_reloop_851_0,0.8571039,0.595269,59,76
4543,CSM8_swap_1254_0,0.8353616,0.62790114,60,71
4544,hit6_swap_1251_0,0.8654401,0.5308162,59,71
4545,CSM8_swap_561_0,0.8129035,0.5138491,56,69
4546,CSM8_reloop_1267_0,0.845631,0.5986442,61,73
4547,CSM8_reloop_754_0,0.83649,0.7031801,63,76
4548,CSM8_reloop_257_0,0.80861115,0.5845528,68,84
4549,hit6_reloop_1229_0,0.8534717,0.55343014,60,78
4550,CSM8_reloop_619_0,0.822744,0.6700908,66,86
4551,hit6_reloop_1399_0,0.87547886,0.62958616,59,70
4552,hit6_reloop_1364_0,0.8579316,0.6368119,60,81
4553,hit6_swap_476_0,0.8656323,0.5794267,59,71
4554,CSM8_swap_1319_0,0.807732,0.6183997,63,74
4555,hit6_swap_188_0,0.8312693,0.60305625,61,79
4556,hit6_reloop_407_0,0.8374669,0.65272707,62,73
4557,hit6_reloop_104_0,0.8667025,0.6354453,63,83
4558,hit6_swap_175_0,0.82558656,0.5834671,60,76
4559,hit6_reloop_1040_0,0.84261197,0.6750097,59,76
4560,hit6_reloop_826_0,0.80831015,0.54887855,60,71
4561,hit6_swap_857_0,0.8486575,0.6132455,54,66
4562,CSM8_swap_708_0,0.82522935,0.5323217,57,74
4563,hit6_swap_1038_0,0.81247216,0.55591136,59,72
4564,hit6_reloop_220_0,0.8326603,0.67140716,60,73
4565,hit6_normal_31_0,0.86633325,0.554769,58,76
4566,hit6_swap_251_0,0.8207356,0.5737385,62,81
4567,hit6_swap_752_0,0.8602185,0.5566082,57,76
4568,CSM8_normal_34_0,0.88975024,0.48101622,58,71
4569,hit6_reloop_723_0,0.8366689,0.6569755,58,74
4570,hit6_swap_1057_0,0.8371671,0.626591,58,69
4571,CSM8_swap_862_0,0.8371846,0.61041266,56,67
4572,CSM8_swap_1052_0,0.80937916,0.58439434,60,74
4573,CSM8_swap_264_0,0.83638626,0.52905375,66,79
4574,hit6_swap_24_0,0.8391018,0.5324533,57,66
4575,hit6_reloop_849_0,0.8366135,0.5557652,57,76
4576,CSM8_reloop_552_0,0.8296358,0.7103282,66,87
4577,CSM8_reloop_1061_0,0.8162827,0.65158695,69,90
4578,hit6_swap_838_0,0.8305231,0.71098125,67,86
4579,CSM8_swap_767_0,0.80922633,0.631452,54,71
4580,CSM8_swap_299_0,0.8455833,0.53968054,57,76
4581,hit6_swap_419_0,0.8427606,0.66150475,55,68
4582,CSM8_swap_1376_0,0.8347615,0.63587505,65,84
4583,hit6_reloop_196_0,0.87751967,0.5871534,57,71
4584,hit6_reloop_468_0,0.8478615,0.71629405,64,78
4585,CSM8_reloop_973_0,0.8425017,0.72310394,67,81
4586,hit6_reloop_495_0,0.84952605,0.6641435,66,80
4587,CSM8_swap_32_0,0.8439722,0.6982066,57,70
4588,hit6_swap_1373_0,0.7979268,0.59096247,64,79
4589,CSM8_reloop_676_0,0.84222066,0.5522848,57,77
4590,CSM8_reloop_388_0,0.8258587,0.57579136,68,81
4591,CSM8_swap_443_0,0.83464825,0.60538155,62,72
4592,CSM8_reloop_1345_0,0.8050226,0.63628066,68,88
4593,CSM8_swap_140_0,0.82649344,0.580126,56,69
4594,CSM8_reloop_375_0,0.78093654,0.56579334,67,83
4595,CSM8_reloop_152_0,0.78967947,0.5718318,64,83
4596,CSM8_swap_699_0,0.78976303,0.54275626,63,78
4597,CSM8_swap_367_0,0.8549022,0.56367487,59,71
4598,CSM8_reloop_1461_0,0.8292699,0.7238281,70,91
4599,CSM8_swap_664_0,0.87013537,0.5776049,66,76
4600,CSM8_reloop_1162_0,0.8297338,0.5498324,65,85
4601,CSM8_reloop_451_0,0.83851075,0.72913224,59,76
4602,CSM8_swap_1452_0,0.8562993,0.5975284,59,70
4603,hit6_swap_1154_0,0.8388361,0.62588584,60,70
4604,hit6_reloop_85_0,0.855562,0.6059537,63,78
4605,hit6_swap_1457_0,0.8244858,0.63171965,62,77
4606,hit6_reloop_78_0,0.8484135,0.7190802,65,80
4607,CSM8_swap_1151_0,0.8335773,0.6272503,58,68
4608,CSM8_swap_961_0,0.81651706,0.51537925,66,85
4609,CSM8_reloop_80_0,0.815288,0.6085328,68,88
4610,CSM8_reloop_1246_0,0.8480208,0.5643438,60,81
4611,CSM8_swap_540_0,0.81134635,0.6051648,63,75
4612,CSM8_reloop_775_0,0.83573943,0.6688354,67,80
4613,CSM8_reloop_788_0,0.7891243,0.58309144,60,79
4614,CSM8_reloop_276_0,0.8355436,0.683894,58,72
4615,hit6_reloop_1208_0,0.8562532,0.71267515,63,83
4616,CSM8_reloop_870_0,0.8206483,0.60285395,57,77
4617,CSM8_swap_1275_0,0.80917,0.6010114,64,78
4618,CSM8_swap_1288_0,0.8318274,0.52988344,63,80
4619,hit6_swap_1270_0,0.850916,0.6094195,64,74
4620,hit6_reloop_596_0,0.8259502,0.6234776,59,72
4621,hit6_reloop_504_0,0.82498807,0.64488024,64,79
4622,hit6_swap_575_0,0.85223144,0.67179793,64,82
4623,hit6_swap_588_0,0.8277495,0.6337264,58,77
4624,CSM8_reloop_1229_0,0.8495603,0.62480307,58,76
4625,CSM8_reloop_219_0,0.77972525,0.5795689,68,87
4626,hit6_reloop_1267_0,0.86978745,0.5462313,56,72
4627,hit6_swap_352_0,0.8718457,0.5653557,62,72
4628,CSM8_reloop_12_0,0.80982536,0.6208075,66,85
4629,hit6_reloop_323_0,0.8329747,0.676513,69,86
4630,hit6_swap_1438_0,0.82377756,0.58914995,58,76
4631,hit6_reloop_17_0,0.82413894,0.57281876,59,71
4632,hit6_swap_651_0,0.8323142,0.61858076,64,78
4633,hit6_normal_2_0,0.90868247,0.5071868,58,67
4634,hit6_reloop_1143_0,0.8390087,0.7298949,67,88
4635,CSM8_swap_308_0,0.8038438,0.5782393,64,76
4636,hit6_swap_954_0,0.8560634,0.6176873,59,76
4637,hit6_reloop_1440_0,0.8202673,0.7002708,68,83
4638,hit6_reloop_925_0,0.8681597,0.6412024,61,75
4639,CSM8_reloop_1193_0,0.79680425,0.5717047,57,78
4640,CSM8_swap_695_0,0.8244868,0.5914067,58,70
4641,hit6_reloop_1120_0,0.83899426,0.7651866,64,84
4642,hit6_reloop_946_0,0.8542129,0.7387106,60,72
4643,hit6_reloop_1423_0,0.8425178,0.7225139,66,84
4644,CSM8_reloop_1490_0,0.8101881,0.64052916,64,76
4645,hit6_swap_937_0,0.8318352,0.52298933,56,71
4646,CSM8_swap_668_0,0.8201226,0.60146546,66,82
4647,CSM8_swap_396_0,0.7876065,0.513801,65,74
4648,hit6_reloop_89_0,0.80609655,0.57558507,61,72
4649,hit6_reloop_340_0,0.8625766,0.68715566,57,72
4650,hit6_swap_1158_0,0.81726706,0.5727728,60,74
4651,CSM8_swap_990_0,0.81572336,0.51294637,66,78
4652,CSM8_reloop_71_0,0.8453137,0.7074694,59,75
4653,hit6_swap_331_0,0.8349494,0.72496444,63,82
4654,hit6_swap_632_0,0.8345191,0.6649505,64,75
4655,CSM8_swap_0_0,0.7874821,0.5259241,66,79
4656,hit6_reloop_74_0,0.83532655,0.6988394,63,83
4657,hit6_reloop_643_0,0.8707278,0.6053423,60,75
4658,CSM8_reloop_779_0,0.87064254,0.5862173,60,76
4659,CSM8_reloop_287_0,0.81103724,0.5821925,58,78
4660,hit6_reloop_1204_0,0.8376047,0.5565764,69,81
4661,CSM8_reloop_784_0,0.8125335,0.6514056,69,85
4662,CSM8_swap_1279_0,0.849852,0.64883673,59,70
4663,hit6_swap_516_0,0.80690634,0.58408874,61,77
4664,hit6_swap_1281_0,0.8752856,0.57168067,56,68
4665,hit6_reloop_567_0,0.8261112,0.6501631,64,81
4666,CSM8_reloop_881_0,0.8230395,0.6096457,59,78
4667,CSM8_swap_1284_0,0.8310206,0.6016009,59,70
4668,CSM8_swap_1216_0,0.7817712,0.54419756,65,78
4669,hit6_swap_579_0,0.8268991,0.7048264,63,82
4670,CSM8_reloop_813_0,0.84442294,0.6626413,57,75
4671,hit6_swap_1213_0,0.86578286,0.6372962,59,78
4672,hit6_swap_584_0,0.8662398,0.61922735,60,71
4673,CSM8_reloop_716_0,0.81076896,0.6340316,68,87
4674,hit6_reloop_1296_0,0.83463097,0.6441765,62,78
4675,CSM8_swap_523_0,0.8308233,0.6013749,59,70
4676,CSM8_reloop_1225_0,0.83521086,0.73402023,67,88
4677,CSM8_reloop_215_0,0.8734449,0.6912764,59,77
4678,CSM8_swap_1431_0,0.79052746,0.5874245,63,79
4679,CSM8_swap_902_0,0.8391213,0.51462585,64,74
4680,CSM8_swap_1132_0,0.82947665,0.61986005,60,69
4681,hit6_swap_1434_0,0.8661338,0.67560095,68,77
4682,CSM8_reloop_1402_0,0.8382746,0.6424437,59,78
4683,CSM8_swap_304_0,0.79615027,0.572275,62,72
4684,CSM8_reloop_131_0,0.87200296,0.60706866,62,73
4685,hit6_reloop_929_0,0.84788066,0.66972125,69,89
4686,CSM8_reloop_432_0,0.8275046,0.6866482,64,81
4687,hit6_swap_958_0,0.8239465,0.6662852,65,78
4688,CSM8_swap_607_0,0.7927138,0.564914,67,77
4689,CSM8_reloop_1326_0,0.86303735,0.6178666,59,79
4690,CSM8_swap_420_0,0.7903983,0.51728636,67,83
4691,hit6_reloop_1395_0,0.8688236,0.64193624,59,71
4692,CSM8_reloop_615_0,0.8070951,0.54203606,63,83
4693,CSM8_reloop_316_0,0.8367237,0.6094056,57,70
4694,hit6_reloop_1368_0,0.8368713,0.6954381,68,81
4695,CSM8_swap_123_0,0.80624485,0.54199725,57,73
4696,CSM8_reloop_910_0,0.8068339,0.61903644,67,87
4697,CSM8_swap_1315_0,0.83962417,0.5407477,67,78
4698,hit6_swap_184_0,0.8567771,0.68646324,65,84
4699,hit6_swap_487_0,0.82787776,0.6267141,59,77
4700,hit6_swap_179_0,0.8409046,0.51899946,62,77
4701,CSM8_swap_51_0,0.8486239,0.7698435,68,87
4702,hit6_swap_1310_0,0.8141084,0.5791377,60,75
4703,hit6_reloop_108_0,0.8346565,0.6885936,65,81
4704,hit6_swap_47_0,0.84105736,0.6012739,59,70
4705,CSM8_swap_207_0,0.80907923,0.54511243,59,74
4706,CSM8_swap_704_0,0.8314978,0.50442,64,83
4707,CSM8_reloop_1002_0,0.86218625,0.5639429,67,80
4708,CSM8_reloop_531_0,0.81339264,0.57856727,61,82
4709,CSM8_normal_38_0,0.9032945,0.48530498,58,66
4710,CSM8_swap_1031_0,0.7874957,0.58557224,64,81
4711,CSM8_swap_801_0,0.80846655,0.5725698,61,77
4712,hit6_swap_232_0,0.8171466,0.6312539,57,74
4713,hit6_normal_52_0,0.89243686,0.42802787,58,73
4714,CSM8_swap_893_0,0.81131387,0.55055416,66,78
4715,hit6_reloop_243_0,0.82291484,0.6546651,68,83
4716,hit6_reloop_740_0,0.86321956,0.636253,67,82
4717,CSM8_normal_57_0,0.88865954,0.55131733,58,71
4718,hit6_swap_731_0,0.7990095,0.49770683,61,71
4719,hit6_reloop_1023_0,0.85276264,0.6656617,66,83
4720,hit6_swap_28_0,0.85009056,0.49418172,60,75
4721,CSM8_swap_796_0,0.8146502,0.6082215,63,80
4722,CSM8_swap_268_0,0.83448064,0.6007383,57,66
4723,CSM8_reloop_1090_0,0.81122434,0.58677,57,78
4724,CSM8_swap_295_0,0.7971042,0.5624236,63,81
4725,hit6_swap_834_0,0.8429956,0.58589625,58,76
4726,hit6_reloop_845_0,0.8439773,0.71826905,66,86
4727,hit6_swap_1382_0,0.8334451,0.54735595,57,67
4728,hit6_swap_415_0,0.8126766,0.63642967,60,70
4729,hit6_swap_116_0,0.8464288,0.6083096,57,70
4730,CSM8_swap_1387_0,0.7880851,0.5769184,62,80
4731,CSM8_reloop_982_0,0.8768355,0.6916012,70,83
4732,hit6_reloop_167_0,0.8499409,0.67328954,66,82
4733,hit6_reloop_499_0,0.85208386,0.6157736,64,80
4734,CSM8_reloop_1349_0,0.80271083,0.61472917,64,80
4735,CSM8_reloop_384_0,0.82519066,0.66704375,61,81
4736,CSM8_reloop_687_0,0.8009502,0.5390657,62,76
4737,CSM8_reloop_379_0,0.8542079,0.6540468,61,80
4738,hit6_reloop_1307_0,0.7968815,0.58859843,66,85
4739,CSM8_reloop_737_0,0.8282971,0.5855541,64,83
4740,CSM8_reloop_1204_0,0.8543408,0.6197018,62,81
4741,CSM8_swap_502_0,0.82313013,0.6555986,60,77
4742,CSM8_reloop_234_0,0.7904059,0.66317344,67,88
4743,CSM8_swap_1237_0,0.8331087,0.5454222,54,72
4744,hit6_swap_558_0,0.86857796,0.6457962,63,81
4745,CSM8_reloop_832_0,0.88586134,0.6266878,61,74
4746,hit6_swap_1232_0,0.7725422,0.57002085,63,78
4747,CSM8_swap_325_0,0.7864664,0.54576385,66,84
4748,CSM8_reloop_1423_0,0.85032374,0.57435703,61,78
4749,hit6_swap_984_0,0.8442256,0.47540408,63,76
4750,CSM8_reloop_110_0,0.8253643,0.6448261,63,78
4751,hit6_reloop_1490_0,0.8594474,0.63134265,60,74
4752,hit6_reloop_1193_0,0.8389529,0.70044285,65,83
4753,CSM8_reloop_413_0,0.7936233,0.573089,61,81
4754,hit6_reloop_908_0,0.8375941,0.66990423,57,76
4755,CSM8_swap_626_0,0.78534406,0.53952694,64,82
4756,hit6_swap_979_0,0.801535,0.5618817,63,77
4757,hit6_swap_1116_0,0.838957,0.48998922,61,74
4758,CSM8_swap_1410_0,0.838698,0.56199723,59,74
4759,hit6_swap_681_0,0.79626745,0.5267148,62,78
4760,hit6_swap_382_0,0.8609342,0.62836254,55,72
4761,CSM8_swap_1113_0,0.8146306,0.5900056,62,75
4762,hit6_swap_1415_0,0.83666795,0.6045412,56,66
4763,hit6_swap_1179_0,0.8367682,0.73400754,63,80
4764,hit6_reloop_361_0,0.8383263,0.7030185,65,80
4765,hit6_swap_1487_0,0.82541794,0.65224886,60,78
4766,CSM8_swap_1181_0,0.81657356,0.6010087,63,76
4767,hit6_swap_310_0,0.82934284,0.69343626,60,75
4768,CSM8_reloop_50_0,0.8578963,0.60274154,61,81
4769,hit6_swap_613_0,0.79947585,0.52364326,62,73
4770,CSM8_swap_1482_0,0.8360857,0.62913543,55,72
4771,hit6_reloop_662_0,0.843105,0.6696549,60,74
4772,hit6_swap_1184_0,0.85358065,0.6579912,65,76
4773,hit6_reloop_55_0,0.80918497,0.65759325,66,86
4774,CSM8_reloop_481_0,0.8642969,0.61672384,56,77
4775,hit6_reloop_1101_0,0.8136481,0.6040982,69,80
4776,hit6_reloop_1402_0,0.8328655,0.6628387,61,77
4777,CSM8_reloop_182_0,0.79073954,0.5931465,64,83
4778,hit6_reloop_967_0,0.8410208,0.71361476,66,82
4779,CSM8_swap_649_0,0.8466088,0.63122004,63,78
4780,hit6_swap_916_0,0.812595,0.5499531,54,69
4781,CSM8_swap_1258_0,0.8127126,0.60647386,60,77
4782,hit6_swap_537_0,0.8387133,0.55289286,62,80
4783,hit6_reloop_546_0,0.841138,0.7304855,66,83
4784,CSM8_reloop_758_0,0.86913496,0.6060525,57,73
4785,CSM8_reloop_1296_0,0.8139643,0.6295998,64,85
4786,CSM8_swap_590_0,0.8495981,0.5091206,55,69
4787,hit6_reloop_1225_0,0.87416595,0.67113256,61,76
4788,hit6_reloop_899_0,0.82228035,0.6264268,67,79
4789,hit6_reloop_1002_0,0.87729067,0.60873806,62,74
4790,CSM8_reloop_582_0,0.82906944,0.62541693,67,85
4791,CSM8_swap_249_0,0.79721475,0.60070896,64,78
4792,hit6_swap_815_0,0.8606992,0.61626065,67,76
4793,CSM8_swap_1082_0,0.82365197,0.576825,58,73
4794,hit6_normal_73_0,0.8942602,0.42878732,58,73
4795,hit6_swap_213_0,0.8272163,0.6701033,61,73
4796,hit6_reloop_262_0,0.8670857,0.68114376,66,80
4797,hit6_swap_1087_0,0.8531587,0.5671957,58,73
4798,CSM8_normal_76_0,0.9156701,0.45314774,58,71
4799,hit6_reloop_761_0,0.8613844,0.69569093,66,80
4800,hit6_swap_710_0,0.79972476,0.5876097,61,78
4801,CSM8_swap_190_0,0.7595341,0.52137035,62,81
4802,CSM8_reloop_1368_0,0.7801203,0.6102623,69,84
4803,CSM8_reloop_358_0,0.778935,0.56013787,65,82
4804,hit6_reloop_1326_0,0.8424852,0.69123906,65,82
4805,CSM8_swap_493_0,0.8046499,0.54467195,63,79
4806,hit6_reloop_4_0,0.81258774,0.62391233,68,83
4807,CSM8_reloop_1395_0,0.84863436,0.7040566,61,74
4808,hit6_reloop_445_0,0.8381162,0.7154412,66,77
4809,hit6_swap_434_0,0.8221915,0.57158464,55,70
4810,hit6_swap_137_0,0.82684344,0.5322221,64,82
4811,hit6_reloop_146_0,0.8043724,0.61382765,66,79
4812,CSM8_reloop_931_0,0.8307451,0.5812757,66,83
4813,CSM8_swap_1334_0,0.8632481,0.55748004,58,76
4814,hit6_swap_158_0,0.83225083,0.54832435,58,73
4815,hit6_reloop_129_0,0.8328121,0.64861083,63,80
4816,CSM8_swap_70_0,0.8173589,0.5341968,57,70
4817,hit6_swap_1331_0,0.77596813,0.5161828,67,79
4818,CSM8_swap_401_0,0.82242256,0.69527894,63,82
4819,CSM8_reloop_1307_0,0.8554059,0.7156089,68,81
4820,CSM8_reloop_634_0,0.8403613,0.5783059,60,75
4821,CSM8_reloop_337_0,0.8203917,0.6153341,61,78
4822,hit6_reloop_1349_0,0.7754324,0.5746959,66,84
4823,CSM8_swap_102_0,0.82041955,0.6195488,64,79
4824,hit6_swap_782_0,0.8046259,0.56088054,67,86
4825,hit6_swap_1015_0,0.82499033,0.65085524,63,80
4826,CSM8_normal_19_0,0.88380057,0.5081413,58,75
4827,CSM8_swap_820_0,0.85143507,0.6173696,57,71
