,name,full_native_rif_score,full_native_rif_bb-hbond,full_native_rif_hyd-cont,full_native_rif_hyd-ddg,just_trp_rif_score,just_trp_rif_bb-hbond,just_trp_rif_hyd-cont,just_trp_rif_hyd-ddg
7028,m_HHH_b1_01043_000000000_nat_0001_24_38_H_._HHH_b2_05533_0001_0001_0001,-0.712,0.0,0.0,-0.0,-0.712,0.0,0.0,-0.0
7029,m_HHH_b1_07716_000000255_std_0001_22_34_H_._HHH_b1_08208_0001_0001_0001,-1.054,0.0,0.0,-0.0,-1.054,0.0,0.0,-0.0
7030,HHH_b2_01388_000000026_std_0001_0001,0.228,0.0,0.0,-0.0,0.228,0.0,0.0,-0.0
7031,HHH_b1_06150_000000281_std_0001_0001,0.227,0.0,0.0,-0.0,0.227,0.0,0.0,-0.0
7032,HHH_b1_08141_000000117_std_0001_0001,-0.796,0.0,0.0,-0.0,-0.796,0.0,0.0,-0.0
7033,HHH_b2_07499_000000198_std_0001_0001,-1.128,0.0,0.0,-0.0,-1.128,0.0,0.0,-0.0
7034,m_HHH_b1_07716_000000255_std_0001_22_34_H_._HHH_b2_04814_0001_0002_0001_0001,0.242,0.0,0.0,-0.0,0.242,0.0,0.0,-0.0
7035,HHH_b1_06846_000000242_std_0001_0001,1.895,-1.049,0.0,-0.0,1.895,-1.049,0.0,-0.0
7036,m_HHH_b2_05533_000000248_std_0001_27_38_H_._HHH_b1_02896_0001_0001_0001_0001,-2.08,0.0,0.0,-0.0,-2.08,0.0,0.0,-0.0
7037,m_HHH_b1_03149_000000023_nat_0001_23_37_H_._HHH_b2_02678_0001_0001_0001,-0.941,0.0,0.0,-0.0,-0.941,0.0,0.0,-0.0
7038,HHH_b1_03305_000000095_std_0001_0001,-0.663,0.0,0.0,-0.0,-0.663,0.0,0.0,-0.0
7039,HHH_b1_05528_000000284_std_0001_0001,-0.116,0.0,0.0,-0.0,-0.116,0.0,0.0,-0.0
7040,m_HHH_b2_04785_000000269_std_0001_24_39_H_._HHH_b1_07646_0001_0001_0001_0001_1,-1.689,0.0,0.0,-0.0,-1.689,0.0,0.0,-0.0
7041,HHH_b2_02904_000000247_std_0001_0001,1.823,0.0,0.0,-0.0,1.823,0.0,0.0,-0.0
7042,m_HHH_b2_03348_000000102_std_0001_21_36_H_._HHH_b2_06852_0001_0001_0001,-1.301,0.0,0.0,-0.0,-1.301,0.0,0.0,-0.0
7043,m_HHH_b1_00184_000000089_nat_0001_21_32_H_._HHH_b2_04772_0001_0001_0001_0001,5.465,0.0,0.0,-0.0,5.465,0.0,0.0,-0.0
7044,m_HHH_b1_03552_000000195_std_0001_25_36_H_._HHH_b1_05797_0001_0005_0001_0001,-0.608,0.0,0.0,-0.0,-0.608,0.0,0.0,-0.0
7045,HHH_b1_04190_000000046_std_0001_0001,-0.363,0.0,0.0,-0.0,-0.363,0.0,0.0,-0.0
7046,m_HHH_b1_03459_000000000_std_0001_44_56_H_._HHH_b1_07636_0001_0001_0001,-0.504,0.0,0.0,-0.0,-0.504,0.0,0.0,-0.0
7047,m_HHH_b1_03552_000000195_std_0001_25_36_H_._HHH_b2_01637_0001_0001_0001,-0.315,0.0,0.0,-0.0,-0.315,0.0,0.0,-0.0
7048,HHH_b1_01565_000000163_std_0001_0001,-2.257,0.0,0.0,-0.0,-2.257,0.0,0.0,-0.0
7049,HHH_b2_04324_000000067_std_0001_0001,-0.491,0.0,0.0,-0.0,-0.491,0.0,0.0,-0.0
7050,HHH_b1_03367_000000236_std_0001_0001,26.593,0.0,0.0,-0.0,26.593,0.0,0.0,-0.0
7051,HHH_b2_06137_000000076_std_0001_0001,-0.163,0.0,0.0,-0.0,-0.163,0.0,0.0,-0.0
7052,HHH_b1_08576_000000034_std_0001_0001,-0.755,0.0,0.0,-0.0,-0.755,0.0,0.0,-0.0
7053,HHH_b1_01418_000000164_std_0001_0001_1,67.253,0.0,0.0,-0.0,67.253,0.0,0.0,-0.0
7054,HHH_b1_02889_000000201_nat_0001_0001,0.27,0.0,2.0,-6.16,0.193,0.0,2.0,-6.16
7055,HHH_b2_04508_000000010_std_0001_0001,0.409,0.0,0.0,-0.0,0.409,0.0,0.0,-0.0
7056,m_HHH_b2_02873_000000284_std_0001_24_40_H_._HHH_b2_05002_0001_0001_0001_0001,-0.437,0.0,0.0,-0.0,-0.437,0.0,0.0,-0.0
7057,HHH_b2_01514_000000154_nat_0001_0001,-0.684,0.0,2.0,-5.04,-0.607,0.0,2.0,-5.04
7058,m_HHH_b2_00301_000000152_std_0001_4_20_H_._HHH_b2_04520_0001_0001_0001_0001,2.982,0.0,0.0,-0.0,2.982,0.0,0.0,-0.0
7059,m_HHH_b1_06629_000000104_std_0001_22_37_H_._HHH_b1_03094_0001_0001_0001,-0.583,0.0,0.0,-0.0,-0.583,0.0,0.0,-0.0
7060,HHH_b2_02941_000000100_nat_0001_0001,-0.16,0.0,0.0,-0.0,-0.16,0.0,0.0,-0.0
7061,HHH_b2_04834_000000276_std_0001_0001,1.503,0.0,0.0,-0.0,1.503,0.0,0.0,-0.0
7062,HHH_b1_07471_000000042_std_0001_0001,-0.525,0.0,0.0,-0.0,-0.525,0.0,0.0,-0.0
7063,HHH_b2_03838_000000199_std_0001_0001,-0.992,0.0,0.0,-0.0,-0.992,0.0,0.0,-0.0
7064,HHH_b1_07209_000000232_std_0001_0001,-1.464,0.0,0.0,-0.0,-1.464,0.0,0.0,-0.0
7065,HHH_b2_00432_000000213_std_0001_0001,-0.977,0.0,0.0,-0.0,-0.977,0.0,0.0,-0.0
7066,HHH_b2_01857_000000235_std_0001_0001,-0.197,0.0,0.0,-0.0,-0.197,0.0,0.0,-0.0
7067,HHH_b1_08759_000000291_nat_0001_0001,-0.06,0.0,0.0,-0.0,-0.06,0.0,0.0,-0.0
7068,HHH_b1_05713_000000196_std_0001_0001,6.963,0.0,0.0,-0.0,6.963,0.0,0.0,-0.0
7069,HHH_b2_06957_000000043_std_0001_0001,0.235,0.0,0.0,-0.0,0.235,0.0,0.0,-0.0
7070,HHH_b1_03504_000000152_std_0001_0001,-0.06,0.0,0.0,-0.0,-0.06,0.0,0.0,-0.0
7071,HHH_b1_02677_000000140_nat_0001_0001,1.925,0.0,0.0,-0.0,2.272,0.0,0.0,-0.0
7072,m_HHH_b1_06202_000000197_std_0001_1_16_H_._HHH_b2_01876_0001_0001_0001,-1.275,0.0,0.0,-0.0,-1.275,0.0,0.0,-0.0
7073,HHH_b2_05266_000000180_std_0001_0001,1.328,0.0,0.0,-0.0,1.328,0.0,0.0,-0.0
7074,HHH_b1_05893_000000120_std_0001_0001,0.509,0.0,0.0,-0.0,0.509,0.0,0.0,-0.0
7075,HHH_b1_06139_000000015_std_0001_0001,-0.263,0.0,0.0,-0.0,-0.263,0.0,0.0,-0.0
7076,HHH_b1_08480_000000160_std_0001_0001,0.386,0.0,0.0,-0.0,0.386,0.0,0.0,-0.0
7077,HHH_b1_02463_000000159_std_0001_0001,2.129,0.0,0.0,-0.0,2.129,0.0,0.0,-0.0
7078,HHH_b1_01492_000000278_std_0001_0001,0.285,0.0,0.0,-0.0,0.285,0.0,0.0,-0.0
7079,HHH_b2_00154_000000200_std_0001_0001,-0.749,0.0,0.0,-0.0,-0.749,0.0,0.0,-0.0
7080,HHH_b2_01605_000000074_std_0001_0001,0.235,0.0,0.0,-0.0,0.235,0.0,0.0,-0.0
7081,HHH_b1_01280_000000117_std_0001_0001,1.245,0.0,0.0,-0.0,1.245,0.0,0.0,-0.0
7082,m_HHH_b2_02873_000000284_std_0001_24_40_H_._HHH_b2_06608_0001_0002_0001_0001,-1.337,0.0,0.0,-0.0,-1.337,0.0,0.0,-0.0
7083,HHH_b1_03837_000000106_std_0001_0001,8.396,0.0,0.0,-0.0,8.396,0.0,0.0,-0.0
7084,HHH_b2_06526_000000261_std_0001_0001,-1.423,-1.906,0.0,-0.0,-1.423,-1.906,0.0,-0.0
7085,HHH_b1_07416_000000087_nat_0001_0001,0.482,0.0,0.0,-0.0,0.482,0.0,0.0,-0.0
7086,HHH_b1_02939_000000277_std_0001_0001,0.313,0.0,0.0,-0.0,0.313,0.0,0.0,-0.0
7087,m_HHH_b2_00301_000000152_std_0001_4_20_H_._HHH_b2_05030_0001_0001_0001_0001,8.784,0.0,0.0,-0.0,8.784,0.0,0.0,-0.0
7088,HHH_b2_01108_000000179_std_0001_0001,-1.247,0.0,0.0,-0.0,-1.247,0.0,0.0,-0.0
7089,HHH_b1_08263_000000248_std_0001_0001,-0.396,0.0,0.0,-0.0,-0.396,0.0,0.0,-0.0
7090,HHH_b1_07886_000000150_std_0001_0001,-2.526,0.0,0.0,-0.0,-2.526,0.0,0.0,-0.0
7091,m_HHH_b2_03924_000000018_std_0001_24_36_H_._HHH_b1_07210_0001_0002_0001_0001,-0.844,0.0,0.0,-0.0,-0.844,0.0,0.0,-0.0
7092,m_HHH_b1_08261_000000177_std_0001_2_16_H_._HHH_b1_08370_0001_0001_0001_0001,33.259,0.0,0.0,-0.0,33.259,0.0,0.0,-0.0
7093,HHH_b2_05551_000000270_std_0001_0001,-0.893,0.0,0.0,-0.0,-0.893,0.0,0.0,-0.0
7094,HHH_b1_01682_000000115_std_0001_0001,-0.353,0.0,0.0,-0.0,-0.353,0.0,0.0,-0.0
7095,HHH_b2_05282_000000013_std_0001_0001,-0.126,0.0,0.0,-0.0,-0.126,0.0,0.0,-0.0
7096,HHH_b1_05468_000000136_std_0001_0001,-1.107,0.0,0.0,-0.0,-1.107,0.0,0.0,-0.0
7097,HHH_b2_02866_000000277_std_0001_0001,-2.902,-1.086,0.0,-0.0,-2.902,-1.086,0.0,-0.0
7098,HHH_b1_04790_000000093_std_0001_0001,3.032,0.0,0.0,-0.0,3.032,0.0,0.0,-0.0
7099,HHH_b2_02239_000000008_std_0001_0001,1.026,0.0,0.0,-0.0,1.026,0.0,0.0,-0.0
7100,m_HHH_b1_00493_000000142_std_0001_28_35_H_._HHH_b1_04307_0001_0001_0001_0001,-1.573,0.0,0.0,-0.0,-1.573,0.0,0.0,-0.0
7101,HHH_b1_06064_000000021_std_0001_0001,-1.876,0.0,0.0,-0.0,-1.876,0.0,0.0,-0.0
7102,HHH_b2_07533_000000297_std_0001_0001,1.214,0.0,0.0,-0.0,1.214,0.0,0.0,-0.0
7103,HHH_b2_04818_000000067_std_0001_0001,0.516,0.0,0.0,-0.0,0.516,0.0,0.0,-0.0
7104,HHH_b2_04925_000000187_std_0001_0001,-0.162,0.0,0.0,-0.0,-0.162,0.0,0.0,-0.0
7105,m_HHH_b2_03773_000000060_std_0001_27_40_H_._HHH_b2_00095_0001_0001_0001,91.29,0.0,0.0,-0.0,91.29,0.0,0.0,-0.0
7106,HHH_b1_06966_000000099_std_0001_0001,0.45,0.0,0.0,-0.0,0.45,0.0,0.0,-0.0
7107,HHH_b2_00297_000000235_std_0001_0001,0.39,0.0,0.0,-0.0,0.39,0.0,0.0,-0.0
7108,HHH_b2_06183_000000009_std_0001_0001,0.14,0.0,0.0,-0.0,0.14,0.0,0.0,-0.0
7109,HHH_b2_06574_000000249_std_0001_0001,-0.053,0.0,0.0,-0.0,-0.053,0.0,0.0,-0.0
7110,HHH_b1_07482_000000289_std_0001_0001,-0.814,0.0,0.0,-0.0,-0.814,0.0,0.0,-0.0
7111,HHH_b1_04923_000000110_std_0001_0001,-0.595,0.0,0.0,-0.0,-0.595,0.0,0.0,-0.0
7112,HHH_b2_02196_000000116_std_0001_0001,4.349,0.0,0.0,-0.0,4.349,0.0,0.0,-0.0
7113,HHH_b2_00264_000000043_std_0001_0001,0.306,0.0,0.0,-0.0,0.306,0.0,0.0,-0.0
7114,HHH_b1_07308_000000246_std_0001_0001,1.083,0.0,0.0,-0.0,1.083,0.0,0.0,-0.0
7115,m_HHH_b2_02873_000000284_std_0001_24_40_H_._HHH_b1_03049_0001_0001_0001_0001,5.346,0.0,0.0,-0.0,5.346,0.0,0.0,-0.0
7116,HHH_b2_05434_000000168_std_0001_0001,-0.095,0.0,0.0,-0.0,-0.095,0.0,0.0,-0.0
7117,HHH_b1_05267_000000297_std_0001_0001,-0.77,0.0,0.0,-0.0,-0.77,0.0,0.0,-0.0
7118,HHH_b2_07402_000000068_std_0001_0001,0.671,0.0,0.0,-0.0,0.671,0.0,0.0,-0.0
7119,m_HHH_b1_00493_000000142_std_0001_28_35_H_._HHH_b1_06846_0001_0001_0001_0001,-1.16,0.0,0.0,-0.0,-1.16,0.0,0.0,-0.0
7120,m_HHH_b2_00301_000000152_std_0001_4_20_H_._HHH_b1_00370_0001_0004_0001_0001,7.527,0.0,0.0,-0.0,7.527,0.0,0.0,-0.0
7121,HHH_b1_07059_000000265_std_0001_0001,99.304,0.0,0.0,-0.0,99.304,0.0,0.0,-0.0
7122,m_HHH_b2_05533_000000248_std_0001_27_38_H_._HHH_b1_05835_0001_0002_0001_0001,3.566,0.0,0.0,-0.0,3.566,0.0,0.0,-0.0
7123,HHH_b1_03757_000000080_std_0001_0001,-0.847,0.0,0.0,-0.0,-0.847,0.0,0.0,-0.0
7124,HHH_b1_05630_000000260_std_0001_0001,0.391,0.0,0.0,-0.0,0.391,0.0,0.0,-0.0
7125,m_HHH_b1_03149_000000023_nat_0001_23_37_H_._HHH_b2_00690_0001_0001_0001,60.956,0.0,0.0,-0.0,60.956,0.0,0.0,-0.0
7126,m_HHH_b1_07103_000000040_std_0001_22_33_H_._HHH_b2_06569_0001_0001_0001,-0.936,0.0,0.0,-0.0,-0.936,0.0,0.0,-0.0
7127,HHH_b2_00722_000000018_std_0001_0001,0.182,0.0,0.0,-0.0,0.182,0.0,0.0,-0.0
7128,HHH_b2_00209_000000181_std_0001_0001,0.77,0.0,0.0,-0.0,0.77,0.0,0.0,-0.0
7129,HHH_b1_05438_000000072_std_0001_0001,0.492,0.0,0.0,-0.0,0.492,0.0,0.0,-0.0
7130,HHH_b2_07285_000000091_std_0001_0001,0.535,0.0,0.0,-0.0,0.535,0.0,0.0,-0.0
7131,HHH_b2_05346_000000013_std_0001_0001,0.276,0.0,0.0,-0.0,0.276,0.0,0.0,-0.0
7132,HHH_b1_01842_000000204_std_0001_0001,0.614,0.0,0.0,-0.0,0.614,0.0,0.0,-0.0
7133,HHH_b2_01224_000000040_std_0001_0001,-0.596,0.0,0.0,-0.0,-0.596,0.0,0.0,-0.0
7134,HHH_b1_00950_000000152_std_0001_0001,1.468,-0.891,0.0,-0.0,1.468,-0.891,0.0,-0.0
7135,HHH_b1_07802_000000051_std_0001_0001,-0.755,0.0,0.0,-0.0,-0.755,0.0,0.0,-0.0
7136,HHH_b2_04887_000000121_std_0001_0001,1.35,0.0,0.0,-0.0,1.35,0.0,0.0,-0.0
7137,HHH_b1_06848_000000024_std_0001_0001,0.102,0.0,0.0,-0.0,0.102,0.0,0.0,-0.0
7138,HHH_b2_07037_000000281_std_0001_0001,9.85,0.0,0.0,-0.0,9.85,0.0,0.0,-0.0
7139,HHH_b1_05649_000000148_nat_0001_0001,-1.387,0.0,2.0,-4.2,-1.31,0.0,2.0,-4.2
7140,HHH_b1_02744_000000104_std_0001_0001,0.975,0.0,0.0,-0.0,0.975,0.0,0.0,-0.0
7141,HHH_b2_00966_000000208_std_0001_0001,-1.041,0.0,0.0,-0.0,-1.041,0.0,0.0,-0.0
7142,HHH_b2_05179_000000057_std_0001_0001,0.753,0.0,0.0,-0.0,0.753,0.0,0.0,-0.0
7143,HHH_b1_08454_000000063_std_0001_0001,-0.646,0.0,0.0,-0.0,-0.646,0.0,0.0,-0.0
7144,HHH_b1_00091_000000051_std_0001_0001,-0.212,0.0,0.0,-0.0,-0.212,0.0,0.0,-0.0
7145,HHH_b2_05584_000000181_std_0001_0001,0.759,0.0,0.0,-0.0,0.759,0.0,0.0,-0.0
7146,HHH_b1_06141_000000145_std_0001_0001,-1.9,0.0,0.0,-0.0,-1.9,0.0,0.0,-0.0
7147,HHH_b1_04722_000000136_std_0001_0001,-0.559,0.0,0.0,-0.0,-0.559,0.0,0.0,-0.0
7148,HHH_b2_02507_000000010_std_0001_0001,1.125,0.0,0.0,-0.0,1.125,0.0,0.0,-0.0
7149,HHH_b2_02428_000000044_std_0001_0001,1.142,0.0,0.0,-0.0,1.142,0.0,0.0,-0.0
7150,HHH_b1_07510_000000202_std_0001_0001,-0.821,0.0,0.0,-0.0,-0.821,0.0,0.0,-0.0
7151,m_HHH_b2_00301_000000152_std_0001_4_20_H_._HHH_b2_00929_0001_0001_0001_0001,2.7,0.0,0.0,-0.0,2.7,0.0,0.0,-0.0
7152,HHH_b1_03527_000000164_std_0001_0001,-0.14,0.0,0.0,-0.0,-0.14,0.0,0.0,-0.0
7153,HHH_b2_06657_000000011_std_0001_0001,3.699,0.0,0.0,-0.0,3.699,0.0,0.0,-0.0
7154,HHH_b1_05691_000000225_std_0001_0001,1.402,0.0,0.0,-0.0,1.402,0.0,0.0,-0.0
7155,HHH_b1_01966_000000267_std_0001_0001,-0.653,0.0,0.0,-0.0,-0.653,0.0,0.0,-0.0
7156,HHH_b1_04115_000000055_std_0001_0001,-0.781,0.0,0.0,-0.0,-0.781,0.0,0.0,-0.0
7157,HHH_b2_03012_000000100_std_0001_0001,-0.021,0.0,0.0,-0.0,-0.021,0.0,0.0,-0.0
7158,HHH_b2_02924_000000014_std_0001_0001,-0.6,0.0,0.0,-0.0,-0.6,0.0,0.0,-0.0
7159,HHH_b2_01384_000000064_std_0001_0001,-1.002,0.0,0.0,-0.0,-1.002,0.0,0.0,-0.0
7160,HHH_b2_01015_000000079_std_0001_0001,-0.324,0.0,0.0,-0.0,-0.324,0.0,0.0,-0.0
7161,HHH_b1_02098_000000155_std_0001_0001,-0.858,0.0,0.0,-0.0,-0.858,0.0,0.0,-0.0
7162,HHH_b1_08675_000000299_std_0001_0001,-1.043,0.0,0.0,-0.0,-1.043,0.0,0.0,-0.0
7163,HHH_b2_04056_000000072_std_0001_0001,0.39,0.0,0.0,-0.0,0.39,0.0,0.0,-0.0
7164,m_HHH_b2_03760_000000074_std_0001_28_39_H_._HHH_b2_07779_0001_0001_0001,-0.505,0.0,0.0,-0.0,-0.505,0.0,0.0,-0.0
7165,m_HHH_b1_00493_000000142_std_0001_28_35_H_._HHH_b1_02377_0001_0002_0001_0001,-0.088,0.0,0.0,-0.0,-0.088,0.0,0.0,-0.0
7166,m_HHH_b2_08174_000000191_std_0001_41_56_H_._HHH_b2_03656_0001_0002_0001_0001,-1.466,0.0,0.0,-0.0,-1.466,0.0,0.0,-0.0
7167,m_HHH_b1_01043_000000000_nat_0001_24_38_H_._HHH_b2_02011_0001_0001_0001,-0.806,0.0,0.0,-0.0,-0.806,0.0,0.0,-0.0
7168,HHH_b1_02875_000000187_std_0001_0001,0.811,-0.168,0.0,-0.0,0.811,-0.168,0.0,-0.0
7169,HHH_b1_07477_000000198_std_0001_0001,-0.738,0.0,0.0,-0.0,-0.738,0.0,0.0,-0.0
7170,HHH_b1_05303_000000035_std_0001_0001,2.319,0.0,0.0,-0.0,2.319,0.0,0.0,-0.0
7171,HHH_b1_01021_000000198_nat_0001_0001,-0.988,0.0,2.0,-4.48,-1.13,0.0,2.0,-4.48
7172,HHH_b1_05810_000000112_std_0001_0001,2.689,0.0,0.0,-0.0,2.689,0.0,0.0,-0.0
7173,HHH_b1_00763_000000286_std_0001_0001,-0.74,0.0,0.0,-0.0,-0.74,0.0,0.0,-0.0
7174,m_HHH_b2_02873_000000284_std_0001_24_40_H_._HHH_b2_03846_0001_0006_0001_0001,-1.253,0.0,0.0,-0.0,-1.253,0.0,0.0,-0.0
7175,HHH_b1_08170_000000028_std_0001_0001,-0.534,0.0,0.0,-0.0,-0.534,0.0,0.0,-0.0
7176,HHH_b2_05266_000000128_std_0001_0001,-0.842,0.0,0.0,-0.0,-0.842,0.0,0.0,-0.0
7177,HHH_b2_01615_000000142_std_0001_0001,-0.302,0.0,0.0,-0.0,-0.302,0.0,0.0,-0.0
7178,m_HHH_b2_02914_000000275_std_0001_21_32_H_._HHH_b1_08174_0001_0002_0001_0001,-1.735,0.0,0.0,-0.0,-1.735,0.0,0.0,-0.0
7179,HHH_b2_02507_000000143_std_0001_0001,-0.088,0.0,0.0,-0.0,-0.088,0.0,0.0,-0.0
7180,HHH_b2_03131_000000050_std_0001_0001,3.813,0.0,0.0,-0.0,3.813,0.0,0.0,-0.0
7181,HHH_b1_05999_000000283_std_0001_0001,-1.004,0.0,0.0,-0.0,-1.004,0.0,0.0,-0.0
7182,HHH_b1_02373_000000174_std_0001_0001,-0.703,0.0,0.0,-0.0,-0.703,0.0,0.0,-0.0
7183,HHH_b2_05988_000000211_std_0001_0001,0.145,0.0,0.0,-0.0,0.145,0.0,0.0,-0.0
7184,HHH_b2_02611_000000021_std_0001_0001,-0.744,0.0,0.0,-0.0,-0.744,0.0,0.0,-0.0
7185,HHH_b2_07833_000000238_std_0001_0001,-1.566,0.0,0.0,-0.0,-1.566,0.0,0.0,-0.0
7186,HHH_b1_00087_000000153_std_0001_0001,0.124,0.0,0.0,-0.0,0.124,0.0,0.0,-0.0
7187,HHH_b2_02326_000000122_std_0001_0001,-0.23,0.0,0.0,-0.0,-0.23,0.0,0.0,-0.0
7188,m_HHH_b2_08322_000000041_std_0001_1_15_H_._HHH_b1_00427_0001_0003_0001_0001,-1.01,0.0,0.0,-0.0,-1.01,0.0,0.0,-0.0
7189,HHH_b2_06466_000000028_std_0001_0001,-0.774,0.0,0.0,-0.0,-0.774,0.0,0.0,-0.0
7190,HHH_b1_06596_000000143_std_0001_0001,-1.166,0.0,0.0,-0.0,-1.166,0.0,0.0,-0.0
7191,HHH_b1_08759_000000284_nat_0001_0001,-0.149,0.0,0.0,-0.0,-0.149,0.0,0.0,-0.0
7192,HHH_b2_04277_000000086_std_0001_0001,-0.183,0.0,0.0,-0.0,-0.183,0.0,0.0,-0.0
7193,HHH_b2_00432_000000206_std_0001_0001,-0.749,0.0,0.0,-0.0,-0.749,0.0,0.0,-0.0
7194,HHH_b1_05627_000000270_std_0001_0001,0.021,0.0,0.0,-0.0,0.021,0.0,0.0,-0.0
7195,HHH_b1_02936_000000103_std_0001_0001,-0.284,0.0,0.0,-0.0,-0.284,0.0,0.0,-0.0
7196,m_HHH_b1_06626_000000196_std_0001_23_34_H_._HHH_b2_05916_0001_0001_0001,0.609,0.0,0.0,-0.0,0.609,0.0,0.0,-0.0
7197,HHH_b1_06791_000000030_std_0001_0001,0.17,0.0,0.0,-0.0,0.17,0.0,0.0,-0.0
7198,HHH_b1_06540_000000191_std_0001_0001,0.044,0.0,0.0,-0.0,0.044,0.0,0.0,-0.0
7199,HHH_b1_02027_000000240_std_0001_0001,1.151,0.0,0.0,-0.0,1.151,0.0,0.0,-0.0
7200,m_HHH_b2_07822_000000230_std_0001_3_12_H_._HHH_b2_05622_0001_0002_0001_0001,18.502,0.0,0.0,-0.0,18.502,0.0,0.0,-0.0
7201,HHH_b2_01605_000000061_std_0001_0001,0.052,0.0,0.0,-0.0,0.052,0.0,0.0,-0.0
7202,HHH_b2_00462_000000159_std_0001_0001,-0.538,0.0,0.0,-0.0,-0.538,0.0,0.0,-0.0
7203,m_HHH_b2_00301_000000152_std_0001_4_20_H_._HHH_b1_01650_0001_0001_0001_0001,21.473,0.0,0.0,-0.0,21.473,0.0,0.0,-0.0
7204,HHH_b1_03625_000000273_std_0001_0001,0.262,0.0,0.0,-0.0,0.262,0.0,0.0,-0.0
7205,HHH_b1_07597_000000001_std_0001_0001,0.882,0.0,0.0,-0.0,0.882,0.0,0.0,-0.0
7206,HHH_b1_02512_000000146_std_0001_0001,-0.355,0.0,0.0,-0.0,-0.355,0.0,0.0,-0.0
7207,HHH_b2_07408_000000082_std_0001_0001,3.163,0.0,0.0,-0.0,3.163,0.0,0.0,-0.0
7208,HHH_b2_04196_000000243_std_0001_0001,8.578,0.0,0.0,-0.0,8.578,0.0,0.0,-0.0
7209,HHH_b1_00710_000000166_std_0001_0001,-2.008,0.0,0.0,-0.0,-2.008,0.0,0.0,-0.0
7210,HHH_b2_04789_000000267_std_0001_0001,-1.229,0.0,0.0,-0.0,-1.229,0.0,0.0,-0.0
7211,HHH_b2_05920_000000135_std_0001_0001,0.898,0.0,0.0,-0.0,0.898,0.0,0.0,-0.0
7212,m_HHH_b2_00301_000000152_std_0001_4_20_H_._HHH_b2_05444_0001_0001_0001,6.634,0.0,0.0,-0.0,6.634,0.0,0.0,-0.0
7213,HHH_b1_06185_000000002_std_0001_0001,-1.889,0.0,0.0,-0.0,-1.889,0.0,0.0,-0.0
7214,HHH_b2_05084_000000248_std_0001_0001,-0.882,0.0,0.0,-0.0,-0.882,0.0,0.0,-0.0
7215,HHH_b1_07974_000000168_std_0001_0001,-0.295,0.0,0.0,-0.0,-0.295,0.0,0.0,-0.0
7216,HHH_b2_05059_000000232_nat_0001_0001,2.954,0.0,0.0,-0.0,2.954,0.0,0.0,-0.0
7217,HHH_b1_06096_000000084_std_0001_0001,0.449,0.0,0.0,-0.0,0.449,0.0,0.0,-0.0
7218,HHH_b2_01388_000000012_std_0001_0001,0.457,0.0,0.0,-0.0,0.457,0.0,0.0,-0.0
7219,HHH_b1_05611_000000046_std_0001_0001,1.6,0.0,0.0,-0.0,1.6,0.0,0.0,-0.0
7220,HHH_b1_02744_000000278_std_0001_0001,0.366,0.0,0.0,-0.0,0.366,0.0,0.0,-0.0
7221,HHH_b2_04272_000000103_std_0001_0001,1.439,0.0,0.0,-0.0,1.439,0.0,0.0,-0.0
7222,HHH_b1_05908_000000182_std_0001_0001,-1.086,0.0,0.0,-0.0,-1.086,0.0,0.0,-0.0
7223,HHH_b1_08453_000000022_std_0001_0001,-0.405,0.0,0.0,-0.0,-0.405,0.0,0.0,-0.0
7224,HHH_b2_07292_000000213_std_0001_0001,-0.39,0.0,0.0,-0.0,-0.39,0.0,0.0,-0.0
7225,HHH_b2_03236_000000071_std_0001_0001,0.384,0.0,0.0,-0.0,0.384,0.0,0.0,-0.0
7226,HHH_b2_06569_000000146_std_0001_0001,0.241,0.0,0.0,-0.0,0.241,0.0,0.0,-0.0
7227,HHH_b1_05634_000000268_nat_0001_0001,-1.747,0.0,2.0,-5.04,-1.738,0.0,2.0,-5.04
7228,HHH_b1_06089_000000126_std_0001_0001,0.644,0.0,0.0,-0.0,0.644,0.0,0.0,-0.0
7229,HHH_b1_01369_000000288_std_0001_0001,102.225,0.0,0.0,-0.0,102.225,0.0,0.0,-0.0
7230,HHH_b2_01329_000000057_std_0001_0001,0.15,0.0,0.0,-0.0,0.15,0.0,0.0,-0.0
7231,m_HHH_b1_01993_000000091_std_0001_33_41_H_._HHH_b2_05702_0001_0001_0001,-1.723,-0.461,0.0,-0.0,-1.723,-0.461,0.0,-0.0
7232,HHH_b1_02595_000000039_std_0001_0001,6.591,0.0,0.0,-0.0,6.591,0.0,0.0,-0.0
7233,HHH_b1_04136_000000057_std_0001_0001,4.293,0.0,0.0,-0.0,4.293,0.0,0.0,-0.0
7234,HHH_b1_00689_000000034_std_0001_0001,1.651,0.0,0.0,-0.0,1.651,0.0,0.0,-0.0
7235,HHH_b1_02811_000000079_std_0001_0001,-1.289,0.0,0.0,-0.0,-1.289,0.0,0.0,-0.0
7236,HHH_b1_03837_000000061_std_0001_0001,1.916,0.0,0.0,-0.0,1.916,0.0,0.0,-0.0
7237,HHH_b1_04942_000000217_std_0001_0001,-0.508,0.0,0.0,-0.0,-0.508,0.0,0.0,-0.0
7238,HHH_b2_06597_000000180_std_0001_0001,-0.467,0.0,0.0,-0.0,-0.467,0.0,0.0,-0.0
7239,HHH_b2_00746_000000008_std_0001_0001,0.392,0.0,0.0,-0.0,0.392,0.0,0.0,-0.0
